archivo,ruta,descripcion,sujeto_id,seeds_total,success_rate_pct,cv_min_media,cv_mediana_media,cv_media_media,hv_media,hv_std,hv_cv_pct,n_seeds_valid_hv
nsga3_grafos_coseno_knn_cruce_walk_pc0_9_mut_custom_pm1_77.json,PROJECT\data\procesado\nsga3_grafos_cruces\json\nsga3_grafos_coseno_knn_cruce_walk_pc0_9_mut_custom_pm1_77.json,Grafos: coseno+kNN — Cruce: walk (p=0.9) — Mutación: Custom(1/77) — Algoritmo: NSGA-III,2,31,0.0,228.04229087639564,342.4839741864645,336.749135900625,0.0,0.0,0.0,0
nsga3_grafos_coseno_knn_cruce_walk_pc0_9_mut_custom_pm1_77.json,PROJECT\data\procesado\nsga3_grafos_cruces\json\nsga3_grafos_coseno_knn_cruce_walk_pc0_9_mut_custom_pm1_77.json,Grafos: coseno+kNN — Cruce: walk (p=0.9) — Mutación: Custom(1/77) — Algoritmo: NSGA-III,3,31,0.0,240.65051060491888,447.59851756222366,440.54554542252345,0.0,0.0,0.0,0
nsga3_grafos_coseno_knn_cruce_walk_pc0_9_mut_custom_pm1_77.json,PROJECT\data\procesado\nsga3_grafos_cruces\json\nsga3_grafos_coseno_knn_cruce_walk_pc0_9_mut_custom_pm1_77.json,Grafos: coseno+kNN — Cruce: walk (p=0.9) — Mutación: Custom(1/77) — Algoritmo: NSGA-III,4,31,0.0,1597.8481447546458,2293.483266433608,2250.8990971038866,0.0,0.0,0.0,0
nsga3_grafos_coseno_knn_cruce_walk_pc0_9_mut_custom_pm1_77.json,PROJECT\data\procesado\nsga3_grafos_cruces\json\nsga3_grafos_coseno_knn_cruce_walk_pc0_9_mut_custom_pm1_77.json,Grafos: coseno+kNN — Cruce: walk (p=0.9) — Mutación: Custom(1/77) — Algoritmo: NSGA-III,5,31,90.32258064516128,1.8517053150058658,11.506873416561024,10.716513410137118,93569606.11313452,39219834.810543,41.915143645173096,28
nsga3_grafos_coseno_knn_mut_community_pm0_012987_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_community_pm0_012987_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): community (p=0.012987012987012988) — Algoritmo: NSGA-III,1,31,0.0,69.47774455272834,71.82309528120143,71.73753436134402,0.0,0.0,0.0,0
nsga3_grafos_coseno_knn_mut_community_pm0_012987_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_community_pm0_012987_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): community (p=0.012987012987012988) — Algoritmo: NSGA-III,2,31,3.225806451612903,96.02389545994401,99.29280639770022,99.04849728072608,1274277.98051419,6979507.944597501,547.7225575051659,1
nsga3_grafos_coseno_knn_mut_community_pm0_012987_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_community_pm0_012987_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): community (p=0.012987012987012988) — Algoritmo: NSGA-III,3,31,0.0,48.30950054677218,49.36145576405035,49.46035810677978,0.0,0.0,0.0,0
nsga3_grafos_coseno_knn_mut_community_pm0_012987_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_community_pm0_012987_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): community (p=0.012987012987012988) — Algoritmo: NSGA-III,4,31,3.225806451612903,709778.3536889927,709794.8076948748,709791.964710767,1806330.343861507,9893678.75639011,547.7225575051662,1
nsga3_grafos_coseno_knn_mut_community_pm0_012987_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_community_pm0_012987_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): community (p=0.012987012987012988) — Algoritmo: NSGA-III,5,31,96.7741935483871,0.3880381978758154,0.3880381978758154,0.3880381978758154,181630677.88639235,40957026.47589953,22.549619344325535,30
nsga3_grafos_coseno_knn_mut_community_pm0_1_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_community_pm0_1_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): community (p=0.1) — Algoritmo: NSGA-III,1,31,3.225806451612903,46.049248259696014,48.42773149199233,48.35310636209012,2324683.5562617118,12732816.228258694,547.722557505166,1
nsga3_grafos_coseno_knn_mut_community_pm0_1_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_community_pm0_1_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): community (p=0.1) — Algoritmo: NSGA-III,2,31,3.225806451612903,54.40671872694675,58.549567351110134,58.76227200434326,2530762.6675046226,13861558.00684228,547.722557505166,1
nsga3_grafos_coseno_knn_mut_community_pm0_1_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_community_pm0_1_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): community (p=0.1) — Algoritmo: NSGA-III,3,31,9.67741935483871,30.22179199632704,31.9436003224514,31.901623641055366,9633137.681963027,29590023.578643348,307.16911307151105,3
nsga3_grafos_coseno_knn_mut_community_pm0_1_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_community_pm0_1_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): community (p=0.1) — Algoritmo: NSGA-III,4,31,22.58064516129032,64580.980480290025,96839.84451699734,91359.55609156565,16144237.063950114,31591562.459153783,195.6832170762492,7
nsga3_grafos_coseno_knn_mut_community_pm0_1_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_community_pm0_1_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): community (p=0.1) — Algoritmo: NSGA-III,5,31,100.0,0.0,0.0,0.0,203190449.09426424,20962597.228463005,10.31672370522594,31
nsga3_grafos_coseno_knn_mut_radius_pm0_012987_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_radius_pm0_012987_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): radius (p=0.012987012987012988) — Algoritmo: NSGA-III,1,31,0.0,109.65215966663379,132.31681604084827,128.1611338787788,0.0,0.0,0.0,0
nsga3_grafos_coseno_knn_mut_radius_pm0_012987_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_radius_pm0_012987_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): radius (p=0.012987012987012988) — Algoritmo: NSGA-III,2,31,0.0,128.27095996350275,162.97304860798684,158.14570417957387,0.0,0.0,0.0,0
nsga3_grafos_coseno_knn_mut_radius_pm0_012987_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_radius_pm0_012987_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): radius (p=0.012987012987012988) — Algoritmo: NSGA-III,3,31,0.0,90.45079935903465,93.84650737739254,93.77440137014322,0.0,0.0,0.0,0
nsga3_grafos_coseno_knn_mut_radius_pm0_012987_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_radius_pm0_012987_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): radius (p=0.012987012987012988) — Algoritmo: NSGA-III,4,31,0.0,1032475.9303682295,1032491.4594388334,1032492.7541891827,0.0,0.0,0.0,0
nsga3_grafos_coseno_knn_mut_radius_pm0_012987_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_radius_pm0_012987_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): radius (p=0.012987012987012988) — Algoritmo: NSGA-III,5,31,96.7741935483871,0.3954527788573651,0.4174819286906853,0.416942826361286,185412437.91061616,43314653.09672799,23.361244577135203,30
nsga3_grafos_coseno_knn_mut_radius_pm0_1_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_radius_pm0_1_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): radius (p=0.1) — Algoritmo: NSGA-III,1,31,0.0,46.91810702986991,50.403540909040295,50.11366946560987,0.0,0.0,0.0,0
nsga3_grafos_coseno_knn_mut_radius_pm0_1_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_radius_pm0_1_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): radius (p=0.1) — Algoritmo: NSGA-III,2,31,0.0,52.53128764558073,57.78568116136992,57.25947451160647,0.0,0.0,0.0,0
nsga3_grafos_coseno_knn_mut_radius_pm0_1_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_radius_pm0_1_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): radius (p=0.1) — Algoritmo: NSGA-III,3,31,6.451612903225806,32.16311753857345,34.05116839868261,34.097575341218004,5327661.785761407,20321682.76699329,381.4371779624709,2
nsga3_grafos_coseno_knn_mut_radius_pm0_1_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_radius_pm0_1_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): radius (p=0.1) — Algoritmo: NSGA-III,4,31,12.903225806451612,193629.4284159843,193645.83166490222,193643.70979944587,7155450.468033296,21726474.230637647,303.63531028130024,4
nsga3_grafos_coseno_knn_mut_radius_pm0_1_cr_twopoint_0_9.json,PROJECT\data\procesado\nsga3_grafos_mut\json\nsga3_grafos_coseno_knn_mut_radius_pm0_1_cr_twopoint_0_9.json,Grafos: coseno+kNN — Cruce: TwoPoint(0.9) — Mutación(grafo): radius (p=0.1) — Algoritmo: NSGA-III,5,31,100.0,0.0,0.0,0.0,220167778.90516883,27142263.52008581,12.327990796408312,31
nsga3_grafo_coseno_knn_cr_path_0_6_mut_cluster_0_1.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_path_0_6_mut_cluster_0_1.json,Grafo: coseno+kNN — Cruce: path (p_c=0.6) — Mutación: cluster (p_m=0.1) — Algoritmo: NSGA-III,1,31,0.0,385.8919781018064,589.2887895656382,581.5983323732468,0.0,0.0,0.0,0
nsga3_grafo_coseno_knn_cr_path_0_6_mut_cluster_0_1.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_path_0_6_mut_cluster_0_1.json,Grafo: coseno+kNN — Cruce: path (p_c=0.6) — Mutación: cluster (p_m=0.1) — Algoritmo: NSGA-III,2,31,0.0,1001.6850090661587,1261.3819882746673,1247.524483479167,0.0,0.0,0.0,0
nsga3_grafo_coseno_knn_cr_path_0_6_mut_cluster_0_1.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_path_0_6_mut_cluster_0_1.json,Grafo: coseno+kNN — Cruce: path (p_c=0.6) — Mutación: cluster (p_m=0.1) — Algoritmo: NSGA-III,3,31,0.0,1532.0801222336254,1906.0144299875305,1888.0085234955786,0.0,0.0,0.0,0
nsga3_grafo_coseno_knn_cr_path_0_6_mut_cluster_0_1.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_path_0_6_mut_cluster_0_1.json,Grafo: coseno+kNN — Cruce: path (p_c=0.6) — Mutación: cluster (p_m=0.1) — Algoritmo: NSGA-III,4,31,0.0,648054.6775927019,1163980.8835081316,1157115.1565140858,0.0,0.0,0.0,0
nsga3_grafo_coseno_knn_cr_path_0_6_mut_cluster_0_1.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_path_0_6_mut_cluster_0_1.json,Grafo: coseno+kNN — Cruce: path (p_c=0.6) — Mutación: cluster (p_m=0.1) — Algoritmo: NSGA-III,5,31,29.03225806451613,31.322751336835623,46.7405276920896,45.63994614200471,25522071.804260083,41902414.41352844,164.1810850423757,9
nsga3_grafo_coseno_knn_cr_path_0_6_mut_custom_0_012987012987012988.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_path_0_6_mut_custom_0_012987012987012988.json,Grafo: coseno+kNN — Cruce: path (p_c=0.6) — Mutación: custom (p_m=0.012987012987012988) — Algoritmo: NSGA-III,1,31,6.451612903225806,44.776613364706996,77.5583040624747,75.71640163507236,2724431.5353857665,10378467.083168037,380.9406457225762,2
nsga3_grafo_coseno_knn_cr_path_0_6_mut_custom_0_012987012987012988.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_path_0_6_mut_custom_0_012987012987012988.json,Grafo: coseno+kNN — Cruce: path (p_c=0.6) — Mutación: custom (p_m=0.012987012987012988) — Algoritmo: NSGA-III,2,31,0.0,120.63642191703411,203.00917327357513,195.6189990966946,0.0,0.0,0.0,0
nsga3_grafo_coseno_knn_cr_path_0_6_mut_custom_0_012987012987012988.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_path_0_6_mut_custom_0_012987012987012988.json,Grafo: coseno+kNN — Cruce: path (p_c=0.6) — Mutación: custom (p_m=0.012987012987012988) — Algoritmo: NSGA-III,3,31,0.0,81.55658825287765,154.1207828814324,147.76487327268617,0.0,0.0,0.0,0
nsga3_grafo_coseno_knn_cr_path_0_6_mut_custom_0_012987012987012988.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_path_0_6_mut_custom_0_012987012987012988.json,Grafo: coseno+kNN — Cruce: path (p_c=0.6) — Mutación: custom (p_m=0.012987012987012988) — Algoritmo: NSGA-III,4,31,0.0,1660.0217430859677,2134.902483733071,2105.2980597302694,0.0,0.0,0.0,0
nsga3_grafo_coseno_knn_cr_path_0_6_mut_custom_0_012987012987012988.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_path_0_6_mut_custom_0_012987012987012988.json,Grafo: coseno+kNN — Cruce: path (p_c=0.6) — Mutación: custom (p_m=0.012987012987012988) — Algoritmo: NSGA-III,5,31,100.0,0.0,0.2544985473613153,0.18765769945443392,147150320.25413913,26006378.114990354,17.673341158942417,31
nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_cluster_0_1.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_cluster_0_1.json,Grafo: coseno+kNN — Cruce: twopoint (p_c=0.9) — Mutación: cluster (p_m=0.1) — Algoritmo: NSGA-III,1,31,3.225806451612903,46.049248259696014,48.42773149199233,48.35310636209012,2324683.5562617118,12732816.228258694,547.722557505166,1
nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_cluster_0_1.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_cluster_0_1.json,Grafo: coseno+kNN — Cruce: twopoint (p_c=0.9) — Mutación: cluster (p_m=0.1) — Algoritmo: NSGA-III,2,31,3.225806451612903,54.40671872694675,58.549567351110134,58.76227200434326,2530762.6675046226,13861558.00684228,547.722557505166,1
nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_cluster_0_1.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_cluster_0_1.json,Grafo: coseno+kNN — Cruce: twopoint (p_c=0.9) — Mutación: cluster (p_m=0.1) — Algoritmo: NSGA-III,3,31,9.67741935483871,30.22179199632704,31.9436003224514,31.901623641055366,9633137.681963027,29590023.578643348,307.16911307151105,3
nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_cluster_0_1.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_cluster_0_1.json,Grafo: coseno+kNN — Cruce: twopoint (p_c=0.9) — Mutación: cluster (p_m=0.1) — Algoritmo: NSGA-III,4,31,22.58064516129032,64580.980480290025,96839.84451699734,91359.55609156565,16144237.063950114,31591562.459153783,195.6832170762492,7
nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_cluster_0_1.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_cluster_0_1.json,Grafo: coseno+kNN — Cruce: twopoint (p_c=0.9) — Mutación: cluster (p_m=0.1) — Algoritmo: NSGA-III,5,31,100.0,0.0,0.0,0.0,203190449.09426424,20962597.228463005,10.31672370522594,31
nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_custom_0_012987012987012988.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_custom_0_012987012987012988.json,Grafo: coseno+kNN — Cruce: twopoint (p_c=0.9) — Mutación: custom (p_m=0.012987012987012988) — Algoritmo: NSGA-III,1,31,100.0,0.0,0.2678474932137713,0.25362111439183355,103050472.04589072,36882028.6387847,35.79025685817363,31
nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_custom_0_012987012987012988.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_custom_0_012987012987012988.json,Grafo: coseno+kNN — Cruce: twopoint (p_c=0.9) — Mutación: custom (p_m=0.012987012987012988) — Algoritmo: NSGA-III,2,31,87.09677419354838,2.3632223097180467,3.6764489318477196,3.5323125434639198,110251524.03648376,57559173.3851882,52.20714533264962,27
nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_custom_0_012987012987012988.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_custom_0_012987012987012988.json,Grafo: coseno+kNN — Cruce: twopoint (p_c=0.9) — Mutación: custom (p_m=0.012987012987012988) — Algoritmo: NSGA-III,3,31,100.0,0.0,0.0,0.0,168335789.30697444,41642041.78178211,24.737485684547067,31
nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_custom_0_012987012987012988.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_custom_0_012987012987012988.json,Grafo: coseno+kNN — Cruce: twopoint (p_c=0.9) — Mutación: custom (p_m=0.012987012987012988) — Algoritmo: NSGA-III,4,31,100.0,0.0,0.0,0.0,168404012.19393954,28325792.63520656,16.82014119864654,31
nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_custom_0_012987012987012988.json,PROJECT\data\procesado\nsga3_grafos_mutacion\json\nsga3_grafo_coseno_knn_cr_twopoint_0_9_mut_custom_0_012987012987012988.json,Grafo: coseno+kNN — Cruce: twopoint (p_c=0.9) — Mutación: custom (p_m=0.012987012987012988) — Algoritmo: NSGA-III,5,31,100.0,0.0,0.0,0.0,254603518.54715496,22979827.87139625,9.02573067431516,31
nsga3_matrices_braycurtis_cr_anticonsenso_pc0_6_mut_custom_pm1_77.json,PROJECT\data\procesado\nsga3_matrices_cruce\json\nsga3_matrices_braycurtis_cr_anticonsenso_pc0_6_mut_custom_pm1_77.json,Métrica: braycurtis — Cruce: anticonsenso (p=0.6) — Mutación: custom (p=1/77) — Algoritmo: NSGA-III,1,31,0.0,335.2302562211199,652.7660457748533,620.2775815391,0.0,0.0,0.0,0
